1.091514565258045882e-01 1.016567580570603008e-01 9.559918080826397546e-02 9.087544511854230012e-02 8.306501406069821680e-02 7.848184821819667589e-02 7.132014017695861852e-02 6.658784305665321757e-02 6.418565629793065996e-02 6.034878947053258502e-02 5.929245959400718247e-02 5.407010673132059408e-02 4.940847366241279959e-02 -8.137616248551058362e-01 -9.169086020262835479e-01 -1.010527522531320610e+00 -1.091969492681906129e+00
1.514895126173449180e-01 1.410236618952419585e-01 1.324377663592217758e-01 1.256972973360924173e-01 1.150817648398798770e-01 1.086816329996813102e-01 9.929480979074289948e-02 9.280332665538329473e-02 8.918305992880186384e-02 8.376853658589723806e-02 8.198266736649581499e-02 7.474369875627054349e-02 6.834617052973267215e-02 6.273599837327392681e-02 5.723639784458475765e-02 -9.243184351800335374e-01 -1.008579800849180863e+00
2.035661488301617472e-01 1.895124555142483069e-01 1.780547323013708660e-01 1.690349623068777285e-01 1.553361902287088425e-01 1.465560875594101309e-01 1.342438225312764799e-01 1.253450484217656369e-01 1.200503023113009549e-01 1.127424778447014136e-01 1.099732354745431850e-01 1.005781547913924823e-01 9.221642302737870223e-02 8.478742398595762175e-02 7.755330519873786244e-02 7.168676986615826752e-02 6.670067135915111467e-02
2.662430146164445066e-01 2.477851578562060841e-01 2.326358078936420493e-01 2.206714164031292891e-01 2.034003622158390145e-01 1.918630401933072716e-01 1.766082459257117820e-01 1.649901458515490305e-01 1.575165165432404757e-01 1.478186288298466433e-01 1.436282639248030735e-01 1.315230899286914112e-01 1.208398371718482356e-01 1.114557250021073753e-01 1.024608492961856104e-01 9.502581311451881174e-02 8.854869341633217483e-02
3.382152909999752710e-01 3.148893026979149301e-01 2.957587566960281911e-01 2.805470567394672821e-01 2.594965367938572021e-01 2.446051229795689064e-01 2.259916237119425075e-01 2.111743262116888842e-01 2.009673858111565570e-01 1.886176273115761082e-01 1.826430786094348502e-01 1.677018168996975145e-01 1.544509186590675154e-01 1.427972364973573993e-01 1.325470170119418256e-01 1.226411559044638944e-01 1.145549838728380926e-01
4.183368554173200193e-01 3.896484016332485423e-01 3.659253339454341392e-01 3.471042255708874924e-01 3.222880678076711081e-01 3.037695161364653562e-01 2.819543054290828410e-01 2.635234477689757382e-01 2.500886003873465380e-01 2.346624944897540976e-01 2.263692209557892909e-01 2.083770196737171065e-01 1.924598709209808800e-01 1.784778799403079208e-01 1.654824380930701444e-01 1.545123806956892332e-01 1.446510391457145606e-01
5.042598851860720099e-01 4.699780123183540659e-01 4.415955159825143417e-01 4.188557296466678403e-01 3.904416874266247173e-01 3.679828431862021687e-01 3.431340595443834740e-01 3.208980189814283346e-01 3.036972121453106466e-01 2.849891187104329759e-01 2.739960987510924317e-01 2.528817085587707902e-01 2.342470030561608629e-01 2.178923992934758969e-01 2.029819180869984752e-01 1.902023619835744861e-01 1.784865161675865675e-01
5.930993166863917088e-01 5.532453497681018018e-01 5.201686706338795041e-01 4.935061628529375244e-01 4.619181642462087956e-01 4.354082434751376240e-01 4.079401035058898839e-01 3.818098341976015053e-01 3.604258070089315646e-01 3.383123239391768178e-01 3.241850409173291370e-01 3.000875629443535142e-01 2.788369193730821372e-01 2.602373111529374117e-01 2.435666847796207901e-01 2.290660142734729232e-01 2.154923667205347060e-01
6.816437190548738645e-01 6.366093282702820488e-01 5.990055460661477538e-01 5.685511739831966560e-01 5.344223534642709161e-01 5.039362132693188112e-01 4.744403721019054831e-01 4.445014025134901292e-01 4.186532372634660937e-01 3.931682745751705621e-01 3.755540706680001173e-01 3.487317013962095147e-01 3.251003307374757401e-01 3.044538546390106459e-01 2.863177309209018473e-01 2.702746841781805132e-01 2.549177215344490266e-01
7.666399056339031626e-01 7.170084861264093279e-01 6.753675832615301244e-01 6.414444665228968834e-01 6.055950429974956695e-01 5.713647757782415182e-01 5.405733831427363967e-01 5.070918623303168893e-01 4.766630106183620819e-01 4.479580103715244399e-01 4.266412392119307562e-01 3.974898064410584686e-01 3.718234844185560051e-01 3.494413252291369565e-01 3.302053688540667054e-01 3.128780541136210180e-01 2.958875572646154639e-01
8.451093534453708589e-01 7.917666151565344590e-01 7.467600795297696381e-01 7.098567656206500320e-01 6.731719449713319259e-01 6.356397820541875854e-01 6.043677210452003123e-01 5.677621956984719720e-01 5.328311415595031741e-01 5.012026222481569260e-01 4.760927249159456753e-01 4.451044435828799828e-01 4.178368664997201276e-01 3.941074305294477442e-01 3.741931699691986579e-01 3.558941704268307471e-01 3.374809294233753754e-01
9.147060152811546940e-01 8.586844686357765211e-01 8.111342395049901954e-01 7.718732207561739278e-01 7.352771809351551502e-01 6.950065827662920137e-01 6.640581383282559980e-01 6.249009837263579392e-01 5.857329195750755613e-01 5.515977734766702723e-01 5.227513495243690800e-01 4.904821240389097281e-01 4.621023006724827020e-01 4.374586312544462285e-01 4.172926281963282302e-01 3.983695794306653104e-01 3.788032062952204071e-01
9.738008214979980703e-01 9.162639614320398085e-01 8.670875143826808351e-01 8.261777837821639991e-01 7.905325276167061155e-01 7.481947341469538104e-01 7.183246832308026741e-01 6.772584079323360484e-01 6.342931428962038654e-01 5.981326347152078338e-01 5.657660346105146676e-01 5.327896326465539900e-01 5.038036538364251138e-01 4.786862828105380996e-01 4.586879398794055374e-01 4.394926946805234880e-01 4.190611446648699889e-01
1.021700906805793174e+00 9.637860322214772957e-01 9.139157064752180260e-01 8.720917794296334513e-01 8.381191346425735933e-01 7.944494518693137053e-01 7.662893735478831791e-01 7.240072313813651350e-01 6.778194876537492197e-01 6.401764422246178921e-01 6.046180134402585615e-01 5.714838119717035037e-01 5.423650312626339121e-01 5.172030861944375557e-01 4.977410129421567242e-01 4.786063814048734932e-01 4.576070983488208510e-01
