-2.800000000000000000e+01 -2.480844726560908384e+02
-2.799899999999999878e+01 -2.480194267652827875e+02
-2.799799999999999756e+01 -2.479543808744747366e+02
-2.799699999999999633e+01 -2.478893349836666857e+02
-2.799599999999999511e+01 -2.478242890928586348e+02
-2.799499999999999389e+01 -2.477592432020503566e+02
-2.799399999999999267e+01 -2.476941973112423057e+02
-2.799299999999999145e+01 -2.476291514204342548e+02
-2.799199999999999022e+01 -2.475641055296262039e+02
-2.799099999999998900e+01 -2.474990596388179256e+02
-2.798999999999998778e+01 -2.474340137480098747e+02
-2.798899999999998656e+01 -2.473689678572018238e+02
-2.798799999999998533e+01 -2.473039219663937729e+02
-2.798699999999998411e+01 -2.472388760755854946e+02
-2.798599999999998289e+01 -2.471738301847774437e+02
-2.798499999999998167e+01 -2.471087842939693928e+02
-2.798399999999998045e+01 -2.470437384031613419e+02
-2.798299999999997922e+01 -2.469786925123530636e+02
-2.798199999999997800e+01 -2.469136466215450127e+02
-2.798099999999997678e+01 -2.468486007307369619e+02
-2.797999999999997556e+01 -2.467835548399289110e+02
-2.797899999999997434e+01 -2.467185089491206327e+02
-2.797799999999997311e+01 -2.466534630583125818e+02
-2.797699999999997189e+01 -2.465884171675045309e+02
-2.797599999999997067e+01 -2.465233712766964800e+02
-2.797499999999996945e+01 -2.464583253858884291e+02
-2.797399999999996822e+01 -2.463932794950801508e+02
-2.797299999999996700e+01 -2.463282336042720999e+02
-2.797199999999996578e+01 -2.462631877134640490e+02
-2.797099999999996456e+01 -2.461981418226559981e+02
-2.796999999999996334e+01 -2.461330959318477198e+02
-2.796899999999996211e+01 -2.460680500410396689e+02
-2.796799999999996089e+01 -2.460030041502316180e+02
-2.796699999999995967e+01 -2.459379582594235671e+02
-2.796599999999995845e+01 -2.458729123686152889e+02
-2.796499999999995723e+01 -2.458078664778072380e+02
-2.796399999999995600e+01 -2.457428205869991871e+02
-2.796299999999995478e+01 -2.456777746961911362e+02
-2.796199999999995356e+01 -2.456127288053828579e+02
-2.796099999999995234e+01 -2.455476829145748070e+02
-2.795999999999995111e+01 -2.454826370237667561e+02
-2.795899999999994989e+01 -2.454175911329587052e+02
-2.795799999999994867e+01 -2.453525452421504269e+02
-2.795699999999994745e+01 -2.452874993513423760e+02
-2.795599999999994623e+01 -2.452224534605343251e+02
-2.795499999999994500e+01 -2.451574075697262742e+02
-2.795399999999994378e+01 -2.450923616789179960e+02
-2.795299999999994256e+01 -2.450273157881099451e+02
-2.795199999999994134e+01 -2.449622698973018942e+02
-2.795099999999994012e+01 -2.448972240064938433e+02
-2.794999999999993889e+01 -2.448321781156857924e+02
-2.794899999999993767e+01 -2.447671322248775141e+02
-2.794799999999993645e+01 -2.447020863340694632e+02
-2.794699999999993523e+01 -2.446370404432614123e+02
-2.794599999999993400e+01 -2.445719945524533614e+02
-2.794499999999993278e+01 -2.445069486616450831e+02
-2.794399999999993156e+01 -2.444419027708370322e+02
-2.794299999999993034e+01 -2.443768568800289813e+02
-2.794199999999992912e+01 -2.443118109892209304e+02
-2.794099999999992789e+01 -2.442467650984126522e+02
-2.793999999999992667e+01 -2.441817192076046013e+02
-2.793899999999992545e+01 -2.441166733167965504e+02
-2.793799999999992423e+01 -2.440516274259884995e+02
-2.793699999999992301e+01 -2.439865815351802212e+02
-2.793599999999992178e+01 -2.439215356443721703e+02
-2.793499999999992056e+01 -2.438564897535641194e+02
-2.793399999999991934e+01 -2.437914438627560685e+02
-2.793299999999991812e+01 -2.437263979719477902e+02
-2.793199999999991689e+01 -2.436613520811397393e+02
-2.793099999999991567e+01 -2.435963061903316884e+02
-2.792999999999991445e+01 -2.435312602995236375e+02
-2.792899999999991323e+01 -2.434662144087153592e+02
-2.792799999999991201e+01 -2.434011685179073083e+02
-2.792699999999991078e+01 -2.433361226270992574e+02
-2.792599999999990956e+01 -2.432710767362912065e+02
-2.792499999999990834e+01 -2.432060308454831556e+02
-2.792399999999990712e+01 -2.431409849546748774e+02
-2.792299999999990590e+01 -2.430759390638668265e+02
-2.792199999999990467e+01 -2.430108931730587756e+02
-2.792099999999990345e+01 -2.429458472822507247e+02
-2.791999999999990223e+01 -2.428808013914424464e+02
-2.791899999999990101e+01 -2.428157555006343955e+02
-2.791799999999989979e+01 -2.427507096098263446e+02
-2.791699999999989856e+01 -2.426856637190182937e+02
-2.791599999999989734e+01 -2.426206178282100154e+02
-2.791499999999989612e+01 -2.425555719374019645e+02
-2.791399999999989490e+01 -2.424905260465939136e+02
-2.791299999999989367e+01 -2.424254801557858627e+02
-2.791199999999989245e+01 -2.423604342649775845e+02
