1.025547404366111276e-01 9.858797545961515973e-02 9.478979901083624260e-02 9.116662710252113055e-02 8.291736160961865609e-02 7.839917276340185870e-02 7.288564886505308205e-02 6.755042485494869298e-02 6.421245665505152800e-02 5.763741330760573101e-02 5.471222473630614480e-02 5.003666146134060771e-02 4.612388699760867905e-02 4.279222218195000843e-02 4.013432901613336878e-02 3.688997825217030235e-02 3.366852279601482978e-02
1.431659410639138930e-01 1.363551065293745757e-01 1.298542645568520892e-01 1.236950673783630411e-01 1.135918238280500536e-01 1.069516240436441251e-01 9.982057219479906207e-02 9.308460247355976325e-02 8.798604668678411400e-02 7.982590015846866005e-02 7.523689557632011471e-02 6.915001057470634982e-02 6.408386091678495988e-02 5.975468887522004946e-02 5.601638415289020984e-02 5.175871958787695709e-02 4.756979394752024887e-02
1.942740797399151453e-01 1.840385318038107176e-01 1.744203786535895306e-01 1.653849872263334075e-01 1.530144382005645121e-01 1.436059271556678341e-01 1.340991400356324192e-01 1.252118067063943962e-01 1.178348884581160438e-01 1.079960380023074346e-01 1.016343456580407756e-01 9.391832281231109192e-02 8.727585084002321969e-02 8.145974038418976604e-02 7.619040071013459536e-02 7.065222395340470252e-02 6.542585835063938204e-02
2.568818464661076773e-01 2.422701114102573661e-01 2.286632739797171965e-01 2.160372383000523921e-01 2.008475836240731782e-01 1.883509556233843585e-01 1.762461479675908327e-01 1.648492108021805125e-01 1.547831182077354928e-01 1.426973344116974629e-01 1.340362128613240833e-01 1.242296471421773796e-01 1.157594752912413649e-01 1.083020236276105580e-01 1.013124688194817352e-01 9.425129792641605275e-02 8.764613115519441500e-02
3.297638162357501290e-01 3.120002176751808798e-01 2.924193710627631670e-01 2.758634582195378382e-01 2.573778548945882538e-01 2.412112561041442615e-01 2.259008390933747723e-01 2.114381975352616627e-01 1.984048374940457771e-01 1.839002604305473576e-01 1.727266687731062178e-01 1.605209441948966531e-01 1.496010062631090431e-01 1.401028391836979525e-01 1.312036330492951097e-01 1.224014796610087552e-01 1.143909820594034149e-01
4.118474752464041932e-01 3.868636833718258616e-01 3.642374203398258681e-01 3.434708602478007688e-01 3.213878621968567217e-01 3.013287557387364091e-01 2.826444309472481153e-01 2.648715825002516677e-01 2.486030865549444524e-01 2.311623602676195210e-01 2.170309737234383807e-01 2.020175190562748524e-01 1.888268427328258225e-01 1.770793854224098351e-01 1.658205951545653201e-01 1.551373624951255803e-01 1.453481438719309571e-01
5.002920257806452442e-01 4.700289910161889462e-01 4.424095976252359619e-01 4.171883938240254497e-01 3.914080627927386535e-01 3.673213396194072167e-01 3.451081086385816010e-01 3.237727061075552637e-01 3.039431829774069116e-01 2.835483063610493293e-01 2.664040835519066452e-01 2.485250919314245521e-01 2.326905104055463913e-01 2.184975055007769562e-01 2.047764974864823839e-01 1.919458513062980987e-01 1.802234537131212899e-01
5.926879219859477743e-01 5.569659206366762705e-01 5.244353572157716137e-01 4.948322048380768279e-01 4.653851852863828409e-01 4.374539579186076388e-01 4.115840619674815404e-01 3.866557034331040144e-01 3.634487664657283790e-01 3.398319018925728963e-01 3.197457603546666749e-01 2.988258330080758030e-01 2.802541562247775064e-01 2.635120466029655661e-01 2.472331197495747923e-01 2.321528780743579434e-01 2.183938762111413689e-01
6.856042232851338181e-01 6.445364898134794407e-01 6.074103694090781103e-01 5.737513704239654011e-01 5.408719420526288957e-01 5.092742282528754938e-01 4.798825710627942498e-01 4.516364097583172588e-01 4.250972846243280534e-01 3.984420196215124332e-01 3.754198397867708481e-01 3.516047639803496216e-01 3.303247206972295125e-01 3.110416857962323700e-01 2.922068132771977189e-01 2.748616962010986819e-01 2.590417863471370929e-01
7.745365034729588816e-01 7.292723752505646528e-01 6.882956794501928766e-01 6.511532984366205090e-01 6.152607901738196272e-01 5.804295850955482061e-01 5.479618127083596413e-01 5.166610681074674805e-01 4.870965601321978755e-01 4.576355422906793757e-01 4.317842758061705699e-01 4.055910976554198411e-01 3.815505446348940177e-01 3.598469015216261280e-01 3.385660835942609359e-01 3.190376936853647760e-01 3.012161497210403271e-01
