-2.800000000000000000e+01 -4.753154840256139124e+01
-2.799899999999999878e+01 -4.752311640381319791e+01
-2.799799999999999756e+01 -4.751468440506500457e+01
-2.799699999999999633e+01 -4.750625240631680413e+01
-2.799599999999999511e+01 -4.749782040756861079e+01
-2.799499999999999389e+01 -4.748938840882041035e+01
-2.799399999999999267e+01 -4.748095641007221701e+01
-2.799299999999999145e+01 -4.747252441132401657e+01
-2.799199999999999022e+01 -4.746409241257582323e+01
-2.799099999999998900e+01 -4.745566041382762279e+01
-2.798999999999998778e+01 -4.744722841507942945e+01
-2.798899999999998656e+01 -4.743879641633123612e+01
-2.798799999999998533e+01 -4.743036441758303567e+01
-2.798699999999998411e+01 -4.742193241883484234e+01
-2.798599999999998289e+01 -4.741350042008664190e+01
-2.798499999999998167e+01 -4.740506842133844856e+01
-2.798399999999998045e+01 -4.739663642259024812e+01
-2.798299999999997922e+01 -4.738820442384205478e+01
-2.798199999999997800e+01 -4.737977242509386144e+01
-2.798099999999997678e+01 -4.737134042634566100e+01
-2.797999999999997556e+01 -4.736290842759746766e+01
-2.797899999999997434e+01 -4.735447642884926722e+01
-2.797799999999997311e+01 -4.734604443010107389e+01
-2.797699999999997189e+01 -4.733761243135287344e+01
-2.797599999999997067e+01 -4.732918043260468011e+01
-2.797499999999996945e+01 -4.732074843385648677e+01
-2.797399999999996822e+01 -4.731231643510828633e+01
-2.797299999999996700e+01 -4.730388443636009299e+01
-2.797199999999996578e+01 -4.729545243761189255e+01
-2.797099999999996456e+01 -4.728702043886369921e+01
-2.796999999999996334e+01 -4.727858844011549877e+01
-2.796899999999996211e+01 -4.727015644136730543e+01
-2.796799999999996089e+01 -4.726172444261911210e+01
-2.796699999999995967e+01 -4.725329244387091165e+01
-2.796599999999995845e+01 -4.724486044512271832e+01
-2.796499999999995723e+01 -4.723642844637451788e+01
-2.796399999999995600e+01 -4.722799644762632454e+01
-2.796299999999995478e+01 -4.721956444887812410e+01
-2.796199999999995356e+01 -4.721113245012993076e+01
-2.796099999999995234e+01 -4.720270045138173742e+01
-2.795999999999995111e+01 -4.719426845263353698e+01
-2.795899999999994989e+01 -4.718583645388534364e+01
-2.795799999999994867e+01 -4.717740445513714320e+01
-2.795699999999994745e+01 -4.716897245638894987e+01
-2.795599999999994623e+01 -4.716054045764074942e+01
-2.795499999999994500e+01 -4.715210845889255609e+01
-2.795399999999994378e+01 -4.714367646014436275e+01
-2.795299999999994256e+01 -4.713524446139616231e+01
-2.795199999999994134e+01 -4.712681246264796897e+01
-2.795099999999994012e+01 -4.711838046389976853e+01
-2.794999999999993889e+01 -4.710994846515157519e+01
-2.794899999999993767e+01 -4.710151646640337475e+01
-2.794799999999993645e+01 -4.709308446765518141e+01
