1.896500000000000000e+04 1.602980000000000000e+05 4.107690000000000000e+05 6.110200000000000000e+05 7.516840000000000000e+05 8.927710000000000000e+05 1.073656000000000000e+06 1.225420000000000000e+06 1.367436000000000000e+06 1.589359000000000000e+06 1.742393000000000000e+06 1.808543000000000000e+06 2.172434000000000000e+06 2.393818000000000000e+06 2.659184000000000000e+06 2.765648000000000000e+06 2.765193000000000000e+06 2.903764000000000000e+06 2.954976000000000000e+06 3.202027000000000000e+06 3.285079000000000000e+06 3.508846000000000000e+06 3.673480000000000000e+06 3.996640000000000000e+06 4.153863000000000000e+06 4.366488000000000000e+06 4.593919000000000000e+06 4.634207000000000000e+06 4.735703000000000000e+06 4.991370000000000000e+06 5.054027000000000000e+06 5.203876000000000000e+06 5.431045000000000000e+06 5.525302000000000000e+06 5.595418000000000000e+06 5.791948000000000000e+06 6.145557000000000000e+06 6.313655000000000000e+06 6.336419000000000000e+06 6.656711000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 3.359700000000000000e+04 2.684640000000000000e+05 7.179020000000000000e+05 8.888960000000000000e+05 1.059126000000000000e+06 1.190098000000000000e+06 1.423975000000000000e+06 1.644337000000000000e+06 1.796544000000000000e+06 1.882706000000000000e+06 2.173359000000000000e+06 2.253770000000000000e+06 2.510839000000000000e+06 2.650158000000000000e+06 2.766468000000000000e+06 2.984228000000000000e+06 3.050914000000000000e+06 3.256980000000000000e+06 3.231655000000000000e+06 3.450476000000000000e+06 3.786497000000000000e+06 3.980685000000000000e+06 4.173891000000000000e+06 4.168250000000000000e+06 4.248158000000000000e+06 4.499215000000000000e+06 4.723118000000000000e+06 4.796281000000000000e+06 5.065788000000000000e+06 5.234007000000000000e+06 5.450161000000000000e+06 5.692164000000000000e+06 5.721310000000000000e+06 6.041921000000000000e+06 6.157606000000000000e+06 6.287158000000000000e+06 6.547967000000000000e+06 6.414023000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.295800000000000000e+04 3.089390000000000000e+05 7.972590000000000000e+05 1.155668000000000000e+06 1.337572000000000000e+06 1.522846000000000000e+06 1.781230000000000000e+06 1.919973000000000000e+06 2.181804000000000000e+06 2.269814000000000000e+06 2.352082000000000000e+06 2.586468000000000000e+06 2.719893000000000000e+06 3.019514000000000000e+06 3.087686000000000000e+06 3.192934000000000000e+06 3.369555000000000000e+06 3.463496000000000000e+06 3.674832000000000000e+06 3.869966000000000000e+06 4.207569000000000000e+06 4.128781000000000000e+06 4.263907000000000000e+06 4.621631000000000000e+06 4.622092000000000000e+06 4.921651000000000000e+06 5.164921000000000000e+06 5.331705000000000000e+06 5.475900000000000000e+06 5.635594000000000000e+06 5.724743000000000000e+06 5.965522000000000000e+06 6.095711000000000000e+06 6.158673000000000000e+06 6.447964000000000000e+06 6.487439000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.241480000000000000e+05 7.703780000000000000e+05 1.468593000000000000e+06 1.665505000000000000e+06 1.815659000000000000e+06 2.039871000000000000e+06 2.215741000000000000e+06 2.316717000000000000e+06 2.539365000000000000e+06 2.658227000000000000e+06 2.828703000000000000e+06 3.071667000000000000e+06 3.147254000000000000e+06 3.208392000000000000e+06 3.516922000000000000e+06 3.710429000000000000e+06 3.943606000000000000e+06 4.146450000000000000e+06 4.414101000000000000e+06 4.532176000000000000e+06 4.570548000000000000e+06 4.705378000000000000e+06 4.915840000000000000e+06 5.025392000000000000e+06 5.392309000000000000e+06 5.561967000000000000e+06 5.638183000000000000e+06 5.795179000000000000e+06 6.072319000000000000e+06 6.242363000000000000e+06 6.333058000000000000e+06 6.309439000000000000e+06 6.452803000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.212450000000000000e+05 8.577050000000000000e+05 1.821666000000000000e+06 2.142254000000000000e+06 2.202753000000000000e+06 2.441555000000000000e+06 2.643625000000000000e+06 2.708573000000000000e+06 2.846629000000000000e+06 2.985670000000000000e+06 3.252426000000000000e+06 3.393596000000000000e+06 3.570432000000000000e+06 3.798512000000000000e+06 3.952340000000000000e+06 4.156140000000000000e+06 4.372276000000000000e+06 4.394085000000000000e+06 4.602211000000000000e+06 4.852630000000000000e+06 5.135836000000000000e+06 5.333666000000000000e+06 5.279660000000000000e+06 5.480171000000000000e+06 5.510634000000000000e+06 5.872243000000000000e+06 6.260330000000000000e+06 6.234571000000000000e+06 6.272415000000000000e+06 6.251436000000000000e+06 6.403300000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.652100000000000000e+04 6.798470000000000000e+05 1.678728000000000000e+06 2.345163000000000000e+06 2.639994000000000000e+06 2.785331000000000000e+06 2.797040000000000000e+06 3.106187000000000000e+06 3.313408000000000000e+06 3.543178000000000000e+06 3.617021000000000000e+06 3.759247000000000000e+06 3.895713000000000000e+06 4.063319000000000000e+06 4.160714000000000000e+06 4.452735000000000000e+06 4.801847000000000000e+06 4.824586000000000000e+06 5.018467000000000000e+06 5.213222000000000000e+06 5.273944000000000000e+06 5.363921000000000000e+06 5.470524000000000000e+06 5.658294000000000000e+06 5.904228000000000000e+06 6.235223000000000000e+06 6.329821000000000000e+06 6.471555000000000000e+06 6.634115000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.827660000000000000e+05 1.422991000000000000e+06 2.666941000000000000e+06 3.114125000000000000e+06 3.169905000000000000e+06 3.264679000000000000e+06 3.385510000000000000e+06 3.496475000000000000e+06 3.849013000000000000e+06 3.812239000000000000e+06 4.187857000000000000e+06 4.252791000000000000e+06 4.190505000000000000e+06 4.509561000000000000e+06 4.736910000000000000e+06 5.018719000000000000e+06 5.231653000000000000e+06 5.443587000000000000e+06 5.434565000000000000e+06 5.479892000000000000e+06 5.827412000000000000e+06 5.942049000000000000e+06 6.090426000000000000e+06 6.416133000000000000e+06 6.366022000000000000e+06 6.380333000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.671250000000000000e+05 1.310099000000000000e+06 2.801396000000000000e+06 3.272330000000000000e+06 3.532048000000000000e+06 3.677123000000000000e+06 3.780742000000000000e+06 3.968048000000000000e+06 3.951163000000000000e+06 4.206166000000000000e+06 4.462599000000000000e+06 4.470275000000000000e+06 4.581583000000000000e+06 4.878045000000000000e+06 5.347504000000000000e+06 5.319880000000000000e+06 5.483743000000000000e+06 5.536329000000000000e+06 5.705763000000000000e+06 5.776787000000000000e+06 6.049162000000000000e+06 6.231481000000000000e+06 6.383190000000000000e+06 6.484875000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.273800000000000000e+04 9.189800000000000000e+05 2.396467000000000000e+06 3.548650000000000000e+06 3.859230000000000000e+06 4.042828000000000000e+06 4.115378000000000000e+06 4.348091000000000000e+06 4.502387000000000000e+06 4.672149000000000000e+06 4.645612000000000000e+06 5.031942000000000000e+06 5.141517000000000000e+06 5.086192000000000000e+06 5.333982000000000000e+06 5.801289000000000000e+06 5.846836000000000000e+06 5.985731000000000000e+06 6.178235000000000000e+06 6.299741000000000000e+06 6.346018000000000000e+06 6.633536000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.906390000000000000e+05 2.198053000000000000e+06 3.760424000000000000e+06 3.981325000000000000e+06 4.135499000000000000e+06 4.368373000000000000e+06 4.626482000000000000e+06 4.897646000000000000e+06 5.054474000000000000e+06 5.301854000000000000e+06 5.221387000000000000e+06 5.528932000000000000e+06 5.674698000000000000e+06 5.647239000000000000e+06 6.028898000000000000e+06 6.178658000000000000e+06 6.291842000000000000e+06 6.486612000000000000e+06 6.787898000000000000e+06
